predictive R^2: -0.0327464069
perword likelihood1: -30.7518712962
perword likelihood2: -25.2596051205
3.9552214824	4.0000000000
3.9427533810	4.0000000000
4.0469985523	5.0000000000
3.8789846249	3.0000000000
3.9980000542	5.0000000000
3.9854623920	5.0000000000
4.0476028152	5.0000000000
3.8146723547	5.0000000000
4.0367412256	4.0000000000
3.9716071681	2.0000000000
3.9410447146	2.0000000000
3.9763232086	4.0000000000
3.8888368465	3.0000000000
3.9342295497	5.0000000000
3.9956845093	4.0000000000
3.5456313558	4.0000000000
3.9599257562	2.0000000000
3.9245686662	3.0000000000
3.9015124973	4.0000000000
3.8654842864	5.0000000000
3.9287116275	5.0000000000
4.0522886188	4.0000000000
3.9478168807	4.0000000000
3.9649542823	3.0000000000
3.9501473557	5.0000000000
3.9790417987	5.0000000000
3.9488918503	5.0000000000
3.9952177591	5.0000000000
4.0905589651	5.0000000000
4.0551355345	5.0000000000
3.9491704761	4.0000000000
4.1026196095	4.0000000000
4.0885914098	4.0000000000
4.0170691758	4.0000000000
4.2727592376	4.0000000000
3.8528061402	4.0000000000
3.7829531510	5.0000000000
4.0380146028	4.0000000000
3.8088504310	5.0000000000
3.8477007998	4.0000000000
3.8753454422	4.0000000000
4.0231238190	3.0000000000
4.0588891534	4.0000000000
4.1199211680	0.0000000000
3.9954691204	0.0000000000
